年月;地區;食品餐飲類未滿20(筆數);食品餐飲類未滿20(金額，新台幣);衣著飾品類未滿20(筆數);衣著飾品類未滿20(金額，新台幣);旅館住宿類未滿20(筆數);旅館住宿類未滿20(金額，新台幣);交通類未滿20(筆數);交通類未滿20(金額，新台幣);文教康樂類未滿20(筆數);文教康樂類未滿20(金額，新台幣);百貨類未滿20(筆數);百貨類未滿20(金額，新台幣);其他類未滿20(筆數);其他類未滿20(金額，新台幣);食品餐飲類20(含)-25(筆數);食品餐飲類20(含)-25(金額，新台幣);衣著飾品類20(含)-25(筆數);衣著飾品類20(含)-25(金額，新台幣);旅館住宿類20(含)-25(筆數);旅館住宿類20(含)-25(金額，新台幣);交通類20(含)-25(筆數);交通類20(含)-25(金額，新台幣);文教康樂類20(含)-25(筆數);文教康樂類20(含)-25(金額，新台幣);百貨類20(含)-25(筆數);百貨類20(含)-25(金額，新台幣);其他類20(含)-25(筆數);其他類20(含)-25(金額，新台幣);食品餐飲類25(含)-30(筆數);食品餐飲類25(含)-30(金額，新台幣);衣著飾品類25(含)-30(筆數);衣著飾品類25(含)-30(金額，新台幣);旅館住宿類25(含)-30(筆數);旅館住宿類25(含)-30(金額，新台幣);交通類25(含)-30(筆數);交通類25(含)-30(金額，新台幣);文教康樂類25(含)-30(筆數);文教康樂類25(含)-30(金額，新台幣);百貨類25(含)-30(筆數);百貨類25(含)-30(金額，新台幣);其他類25(含)-30(筆數);其他類25(含)-30(金額，新台幣);食品餐飲類30(含)-35(筆數);食品餐飲類30(含)-35(金額，新台幣);衣著飾品類30(含)-35(筆數);衣著飾品類30(含)-35(金額，新台幣);旅館住宿類30(含)-35(筆數);旅館住宿類30(含)-35(金額，新台幣);交通類30(含)-35(筆數);交通類30(含)-35(金額，新台幣);文教康樂類30(含)-35(筆數);文教康樂類30(含)-35(金額，新台幣);百貨類30(含)-35(筆數);百貨類30(含)-35(金額，新台幣);其他類30(含)-35(筆數);其他類30(含)-35(金額，新台幣);食品餐飲類35(含)-40(筆數);食品餐飲類35(含)-40(金額，新台幣);衣著飾品類35(含)-40(筆數);衣著飾品類35(含)-40(金額，新台幣);旅館住宿類35(含)-40(筆數);旅館住宿類35(含)-40(金額，新台幣);交通類35(含)-40(筆數);交通類35(含)-40(金額，新台幣);文教康樂類35(含)-40(筆數);文教康樂類35(含)-40(金額，新台幣);百貨類35(含)-40(筆數);百貨類35(含)-40(金額，新台幣);其他類35(含)-40(筆數);其他類35(含)-40(金額，新台幣);食品餐飲類40(含)-45(筆數);食品餐飲類40(含)-45(金額，新台幣);衣著飾品類40(含)-45(筆數);衣著飾品類40(含)-45(金額，新台幣);旅館住宿類40(含)-45(筆數);旅館住宿類40(含)-45(金額，新台幣);交通類40(含)-45(筆數);交通類40(含)-45(金額，新台幣);文教康樂類40(含)-45(筆數);文教康樂類40(含)-45(金額，新台幣);百貨類40(含)-45(筆數);百貨類40(含)-45(金額，新台幣);其他類40(含)-45(筆數);其他類40(含)-45(金額，新台幣);食品餐飲類45(含)-50(筆數);食品餐飲類45(含)-50(金額，新台幣);衣著飾品類45(含)-50(筆數);衣著飾品類45(含)-50(金額，新台幣);旅館住宿類45(含)-50(筆數);旅館住宿類45(含)-50(金額，新台幣);交通類45(含)-50(筆數);交通類45(含)-50(金額，新台幣);文教康樂類45(含)-50(筆數);文教康樂類45(含)-50(金額，新台幣);百貨類45(含)-50(筆數);百貨類45(含)-50(金額，新台幣);其他類45(含)-50(筆數);其他類45(含)-50(金額，新台幣);食品餐飲類50(含)-55(筆數);食品餐飲類50(含)-55(金額，新台幣);衣著飾品類50(含)-55(筆數);衣著飾品類50(含)-55(金額，新台幣);旅館住宿類50(含)-55(筆數);旅館住宿類50(含)-55(金額，新台幣);交通類50(含)-55(筆數);交通類50(含)-55(金額，新台幣);文教康樂類50(含)-55(筆數);文教康樂類50(含)-55(金額，新台幣);百貨類50(含)-55(筆數);百貨類50(含)-55(金額，新台幣);其他類50(含)-55(筆數);其他類50(含)-55(金額，新台幣);食品餐飲類55(含)-60(筆數);食品餐飲類55(含)-60(金額，新台幣);衣著飾品類55(含)-60(筆數);衣著飾品類55(含)-60(金額，新台幣);旅館住宿類55(含)-60(筆數);旅館住宿類55(含)-60(金額，新台幣);交通類55(含)-60(筆數);交通類55(含)-60(金額，新台幣);文教康樂類55(含)-60(筆數);文教康樂類55(含)-60(金額，新台幣);百貨類55(含)-60(筆數);百貨類55(含)-60(金額，新台幣);其他類55(含)-60(筆數);其他類55(含)-60(金額，新台幣);食品餐飲類60(含)-65(筆數);食品餐飲類60(含)-65(金額，新台幣);衣著飾品類60(含)-65(筆數);衣著飾品類60(含)-65(金額，新台幣);旅館住宿類60(含)-65(筆數);旅館住宿類60(含)-65(金額，新台幣);交通類60(含)-65(筆數);交通類60(含)-65(金額，新台幣);文教康樂類60(含)-65(筆數);文教康樂類60(含)-65(金額，新台幣);百貨類60(含)-65(筆數);百貨類60(含)-65(金額，新台幣);其他類60(含)-65(筆數);其他類60(含)-65(金額，新台幣);食品餐飲類65(含)-70(筆數);食品餐飲類65(含)-70(金額，新台幣);衣著飾品類65(含)-70(筆數);衣著飾品類65(含)-70(金額，新台幣);旅館住宿類65(含)-70(筆數);旅館住宿類65(含)-70(金額，新台幣);交通類65(含)-70(筆數);交通類65(含)-70(金額，新台幣);文教康樂類65(含)-70(筆數);文教康樂類65(含)-70(金額，新台幣);百貨類65(含)-70(筆數);百貨類65(含)-70(金額，新台幣);其他類65(含)-70(筆數);其他類65(含)-70(金額，新台幣);食品餐飲類70(含)-75(筆數);食品餐飲類70(含)-75(金額，新台幣);衣著飾品類70(含)-75(筆數);衣著飾品類70(含)-75(金額，新台幣);旅館住宿類70(含)-75(筆數);旅館住宿類70(含)-75(金額，新台幣);交通類70(含)-75(筆數);交通類70(含)-75(金額，新台幣);文教康樂類70(含)-75(筆數);文教康樂類70(含)-75(金額，新台幣);百貨類70(含)-75(筆數);百貨類70(含)-75(金額，新台幣);其他類70(含)-75(筆數);其他類70(含)-75(金額，新台幣);食品餐飲類75(含)-80(筆數);食品餐飲類75(含)-80(金額，新台幣);衣著飾品類75(含)-80(筆數);衣著飾品類75(含)-80(金額，新台幣);旅館住宿類75(含)-80(筆數);旅館住宿類75(含)-80(金額，新台幣);交通類75(含)-80(筆數);交通類75(含)-80(金額，新台幣);文教康樂類75(含)-80(筆數);文教康樂類75(含)-80(金額，新台幣);百貨類75(含)-80(筆數);百貨類75(含)-80(金額，新台幣);其他類75(含)-80(筆數);其他類75(含)-80(金額，新台幣);食品餐飲類80(含)以上(筆數);食品餐飲類80(含)以上(金額，新台幣);衣著飾品類80(含)以上(筆數);衣著飾品類80(含)以上(金額，新台幣);旅館住宿類80(含)以上(筆數);旅館住宿類80(含)以上(金額，新台幣);交通類80(含)以上(筆數);交通類80(含)以上(金額，新台幣);文教康樂類80(含)以上(筆數);文教康樂類80(含)以上(金額，新台幣);百貨類80(含)以上(筆數);百貨類80(含)以上(金額，新台幣);其他類80(含)以上(筆數);其他類80(含)以上(金額，新台幣)
105年04月;嘉義縣;15;10211;3;2638;28;250658;261;205819;17;52901;16;10250;32;84842;317;281819;115;276111;204;1005428;3989;2918664;220;512036;176;105110;1128;2321016;932;940504;381;1053626;641;3226805;11609;9224241;835;2353312;213;174502;5132;9315294;1931;2216850;806;1879553;1089;4838652;18481;15910590;1419;4270586;247;538933;13114;22092803;2990;3498936;1123;2763322;1507;7484909;23233;20531526;2164;6354612;327;361001;15081;25827228;3169;3616576;981;2427782;1585;8912243;23895;21490477;2302;6447641;283;354696;8219;18219813;3159;4768514;772;2183462;1625;11785743;23858;22640341;2369;7121501;188;238258;4936;14172178;2777;4161869;476;1447604;1230;7819589;19022;18146816;1869;6260661;161;427077;3511;9944634;1789;3042103;219;682128;799;4960237;11847;11169301;1159;3856022;98;261990;2010;6297586;1241;2146228;141;412317;404;2085860;7349;6911702;555;1500381;57;153478;1364;4085438;456;885430;33;105556;177;1156425;3365;2835100;206;813453;19;37063;597;2341514;144;156320;8;11691;54;227176;1067;906809;40;86124;1;5100;163;435878;63;88357;2;1106;20;41555;385;328003;15;166728;1;500;66;173559;21;29791;0;0;2;1280;116;102714;6;5799;2;2780;30;34649
105年05月;嘉義縣;21;18663;2;1260;31;315641;298;321547;11;72595;20;14724;36;105293;331;297010;117;366837;227;719189;4297;2986368;248;672695;234;130402;1320;2245801;971;1083375;355;1011294;634;3247914;11567;9658010;730;2206771;218;143208;5603;10181176;1940;2422235;799;1939677;981;4004814;18232;16414431;1369;4384218;299;237443;13858;22657145;2860;3417785;1048;2648406;1250;6404285;22668;21123498;2022;6208312;371;351117;15900;26484201;2878;3886410;999;2550803;1397;7521291;23340;22277856;2169;6838755;340;345894;8987;19483956;2889;4359985;806;2083573;1378;9187030;23309;23526399;2384;8510621;267;360006;5315;14081165;2760;4432897;494;1383724;1060;7296018;18890;19845323;1836;6843026;204;376232;3695;11516077;1793;3136227;236;646351;708;5122744;11798;11796427;1078;3963473;112;253990;2339;7798443;1244;2236465;121;315284;403;2702648;7170;6814585;537;1811889;69;147972;1446;5297038;515;788242;36;146895;169;1177691;3279;2742405;219;589554;14;48987;650;1769012;180;428453;10;21690;52;220178;1070;862806;69;134022;3;5280;163;669807;98;220093;1;5300;19;45549;410;309726;26;70326;3;2537;63;146863;23;35960;2;1140;2;1619;126;107404;9;102750;3;7604;40;51664
105年06月;嘉義縣;7;4661;0;0;26;189699;193;195924;9;83907;6;3162;24;135458;229;211997;70;179593;153;684626;2807;2158700;137;360821;116;67470;887;1880831;873;737714;226;596470;457;2003146;9132;7759050;521;1750809;168;112192;4403;7797049;1708;2012169;608;1638342;840;3756651;14978;13311285;949;2572528;225;185876;11053;18075040;2593;2697892;778;2165068;1159;5508732;19139;18148581;1486;4199074;285;297292;12641;22396733;2681;2964421;753;1849226;1262;6654683;20388;19822697;1707;6088661;263;302572;7114;16055758;2714;3414256;672;1704674;1403;8382100;20679;20399951;1643;5840959;206;271563;4535;12615600;2380;3680109;422;1120590;1094;6752504;16488;16692783;1297;5106955;151;249863;3150;9567272;1561;2587192;195;566042;634;3587395;10232;10479623;778;3076507;72;154595;1972;6241131;1111;1758990;91;277784;360;2071690;6029;5939487;386;1328706;36;65578;1279;3820437;441;670578;24;106489;137;1324970;2802;2537569;137;431919;9;9273;475;1511222;119;193804;7;22260;27;132517;800;653419;42;130109;8;20224;141;511883;64;82572;4;17320;12;67401;355;298611;13;85980;2;3053;47;147119;22;30245;1;1468;7;11973;89;82084;3;2520;2;12640;21;330452
105年07月;嘉義縣;13;16352;5;15608;28;290973;239;198836;12;30586;16;7109;40;96703;354;458668;98;227015;232;879493;3993;3027307;231;611375;129;77053;1343;2361510;1102;1028280;330;799300;675;2889520;11418;9348452;683;1825889;225;166970;5782;10159798;2053;2220709;716;1767398;1041;4925171;18032;16000267;1251;3140537;288;321471;13697;21641708;3224;3397707;1017;2377682;1628;8112912;22989;21521699;2229;6181891;396;437801;15203;26205248;3937;4585552;1102;2565487;1973;9816779;24887;23920189;2551;7442086;320;468448;9003;19935597;3815;4988494;810;1971929;2181;13123739;24328;24618012;2497;7593053;262;386865;5789;15191491;2958;3801480;549;1308395;1420;9108328;19274;19677740;1554;5241264;169;330151;4098;11824170;1835;2781436;247;753777;806;5502502;11873;12074493;923;3372809;103;205903;2423;8023067;1122;1872213;106;282534;452;2238376;7173;7122081;434;1668261;57;109008;1534;4437697;482;954118;32;95170;153;1264045;3319;2958127;133;441041;20;26712;653;1907744;154;211231;13;37324;61;248192;993;843519;43;118222;6;5823;161;458123;72;109304;0;0;33;233920;425;394022;21;64485;3;8718;79;220785;59;104665;9;25123;31;183321;217;208152;23;90382;1;605;94;279701
105年08月;嘉義縣;21;25321;3;3923;15;168691;295;238108;20;368172;7;1802;39;55777;300;305966;124;281391;217;760418;3932;3036983;226;469254;144;95984;1348;2668856;1032;1061170;375;959080;620;2656654;11254;9077551;658;2159518;175;128829;5737;10297883;1928;2046117;814;1766683;940;3549162;17681;15619948;1062;3121132;316;261693;13807;23177817;3037;3400001;1080;2816572;1324;5985810;22723;21004942;1887;5354842;433;451426;15537;26477324;3608;4465768;1149;2616266;1699;9293355;24547;22937930;2163;7178382;390;491720;8975;19486906;3703;4769936;1032;2503048;1894;11294466;24581;23638055;2184;7399449;263;360937;5686;15917226;3053;4467423;593;1476482;1374;7785173;19760;19417816;1416;5327437;192;444175;3893;12560572;1908;3204019;292;930548;750;4152608;12316;12338133;724;2961559;136;335087;2512;8113045;1225;2118574;115;359600;436;2618812;7368;6999952;332;1275044;58;84300;1533;4010207;479;745699;33;97087;163;1016220;3626;3169981;139;541446;15;29150;688;2157918;135;122481;18;39795;42;356305;1103;882544;42;129192;1;248;176;999869;69;114779;8;18949;17;73725;417;365678;12;148736;2;18238;77;250134;74;124991;11;51152;28;125354;219;190428;14;91572;1;3600;104;259140
105年09月;嘉義縣;21;234475;7;9968;21;79735;317;231172;15;39281;18;9352;60;117249;291;320865;95;212311;216;592036;3790;2830861;172;505752;141;91927;1189;2142678;977;1044337;289;754777;533;1801137;11093;8796610;472;1514346;161;128115;5170;10162877;1994;2070689;577;1478590;823;3255973;17118;14602321;919;2551966;244;233295;12219;21494902;2918;3226068;783;2179648;1005;4479150;20754;18473854;1412;3873519;351;412909;14032;23889400;3049;3978621;725;1764452;1091;5869894;21852;20558917;1468;4113344;277;397909;8194;18531841;3031;3979345;637;1745498;1202;6643146;22079;21585274;1437;4661522;223;330578;5481;15175775;2822;4027350;436;1317790;1007;5999391;18223;18005426;1049;3627875;174;322991;3755;11475369;1934;4082654;166;555014;658;4059994;11356;11383384;606;2209699;111;309820;2296;7737308;1231;2186493;97;276577;345;2253386;6652;6418447;330;1290437;57;119251;1460;4709193;498;696837;19;33455;132;1246115;3213;2714280;128;480440;27;65873;610;1721040;139;181704;4;33600;37;172934;926;782686;52;221462;6;5919;157;1057406;75;88385;1;2000;12;54526;380;353797;30;379868;2;7247;74;255042;64;83051;5;12308;28;204075;218;237185;18;42354;2;4600;136;315886
105年04月;屏東縣;183;152944;52;75477;119;893023;278;125531;112;189039;131;214066;48;168310;2817;2706301;1098;2145686;1036;5062258;4221;2121948;2958;5225907;2849;5167629;1433;5088777;7286;8297295;2211;4545791;2695;14750500;10711;7472207;7157;12681121;6172;12726120;3536;14479398;13299;15690288;3375;7319720;5920;35386938;16460;12379296;10944;20634016;9335;20842719;5171;20861819;18553;21062092;4311;8632676;8626;55292326;19988;16452050;13803;29809724;11538;27803717;6171;26432404;19905;21863386;4219;8337230;7762;53570593;19426;17421905;11962;28064844;11326;30606063;5846;27728975;20443;24112318;3723;8196766;6127;45049383;19057;18616433;8141;23100675;9543;31173895;5623;28451638;17418;18786018;2409;6232269;4173;33134843;16228;14430757;5314;17543743;6733;24327034;4428;22692820;12108;15098193;1210;4051555;2603;21133769;10886;9389523;2987;11918065;4046;16542946;2825;13504182;7923;8958831;595;1941868;1458;10877683;6700;6601464;1621;8451103;2258;8947154;1586;7479448;4066;4874549;208;877685;592;3975735;2914;2265671;674;4437434;974;4391556;729;3237962;1428;1467471;35;105445;174;1066311;807;528454;165;1253989;288;1370396;215;908564;702;701873;23;48481;73;312326;393;254015;73;508793;136;759893;86;482817;311;331824;5;10636;34;331829;92;52395;24;118889;37;153752;34;187374
105年05月;屏東縣;200;182246;52;71292;96;942117;311;122078;147;475068;131;147260;80;148250;3144;3212330;1085;2063503;1076;4741351;4410;2342209;3116;5659421;2925;4997158;1875;5561099;7993;10237323;2029;4325897;3024;16415245;11435;8236731;7870;14563635;6482;11832276;4362;16879510;14089;18512196;3145;6639935;6459;36176019;17510;13444053;12293;22015168;9120;16984526;6076;20636900;19791;24880067;4102;8090278;9250;55069466;21012;17622801;15253;31338311;11118;21302162;7023;24197816;20844;23817229;4012;8397991;8260;55244294;19793;17993267;12223;30454845;10589;21553224;6525;25397280;20914;25014737;3755;8209906;6276;47705408;19941;23113678;8528;25398309;8948;21227766;6334;28399554;17861;21359727;2440;6587276;4302;32874960;16501;15528897;5353;18114049;6428;16277317;4909;22386175;12692;16385669;1314;3924330;2661;19232265;11459;10924125;3105;11632241;3705;9880470;3203;14461423;8035;10261123;635;1745725;1532;13852174;6914;6822729;1670;7063788;2080;5711758;1797;7849858;4096;4498544;219;544994;663;4119894;2989;2386390;662;3395986;832;2453947;798;3074701;1379;1454409;37;80320;186;1095562;845;607697;186;1115958;275;1105969;253;1094620;786;722566;22;64830;80;398846;437;775898;75;210036;106;703929;137;769008;330;295359;3;3144;21;182718;93;85114;26;197702;31;68235;27;86902
105年06月;屏東縣;139;256768;25;42550;67;738281;157;100807;103;222312;49;86313;58;73625;2044;2017729;704;1313546;807;3975282;2919;1700141;2556;3604983;2026;3405709;1529;3816767;6506;7863902;1431;3072234;2455;13465418;8812;6411447;6907;10660512;4834;7888492;4058;12907132;11879;14384363;2401;5069847;4829;28856419;13636;10625987;10940;17860586;6978;11790044;5858;18410999;17379;20636671;3270;6556606;7727;48134257;17074;15493202;14357;28123548;8897;15758469;6981;22495096;18859;22554383;3322;6878691;7424;51827587;16857;15103715;12122;28997557;8896;17589104;6752;26485169;18891;21651332;3035;7019038;6124;43423395;16959;19272966;8064;24228137;7320;15599855;6334;25723081;16079;19081574;1932;4985015;3971;28995572;14113;13690765;4866;15193906;5117;12033490;4896;22032128;11604;14038997;1048;3217622;2252;19253651;9427;8847693;2728;11196215;2944;7932875;3152;13836232;7636;8919889;452;1245174;1247;9395790;5708;5744104;1386;4745026;1624;4378950;1669;7987508;3668;3913845;150;327529;560;3595030;2485;2350411;556;2890843;620;1536195;720;3049677;1371;1321108;35;73970;133;1114304;682;496734;129;499465;206;452115;186;708424;640;609171;14;33436;59;366656;363;1064776;46;184054;91;384243;115;391761;239;203363;8;8300;15;54212;58;48031;18;102652;23;34291;21;64419
105年07月;屏東縣;192;205124;58;93194;101;657040;230;118863;175;967880;137;210078;101;316766;3201;3216222;1004;1909923;1172;5735307;4569;2498568;3511;5160262;2834;4333677;2087;5532378;8743;10221090;2105;4450361;2982;17677616;11927;8483316;8808;14462030;6229;10035820;5046;14350602;15272;19651306;2973;6076055;5417;38597236;18101;14015132;13831;23740705;8655;14328471;7041;21236274;22221;27854604;4220;8208922;9452;65876569;21997;18493982;19963;36977115;11485;20044639;8333;26565934;24815;28139297;4330;8741735;11651;91991167;22293;20373102;18032;40229912;11781;22063463;7935;29223415;24845;29211217;4008;9058381;9745;77075119;21407;23211365;12570;33150061;9613;21073374;7500;29530547;20613;24227937;2580;6730282;5465;44531367;17120;16358570;6914;23082430;6513;14588594;5832;27031387;14190;17245244;1292;3776352;2770;23748702;11078;11058628;3409;11665601;3560;9491296;3514;16863862;9319;10406156;619;1743286;1445;11492649;6698;6653746;1736;6191768;1949;4676981;1810;8186957;4561;4688904;212;503535;706;5647499;2828;2499719;690;2800474;781;2374954;808;3356687;1554;1596892;44;100070;209;1751158;804;614168;177;813295;261;724418;243;1436147;872;816377;20;37879;92;742670;413;275803;69;229151;101;378106;127;496718;454;448145;38;125660;105;859916;213;235588;114;441034;85;147306;119;633224
105年08月;屏東縣;205;253996;68;120344;113;912089;219;138752;189;450613;173;270964;91;137919;3115;3344914;1207;2405134;1068;4489465;4239;2316202;3428;5568254;2792;4268392;2091;5765350;8571;10953087;2415;4761875;2767;13736284;11443;8196752;8298;14310746;5927;9861824;4963;16400069;15025;21472682;3344;6449787;4956;29262620;16926;12582259;12405;20674652;7929;13467704;7059;23483100;21144;28662804;4775;8666461;8328;53672349;21299;17355265;16841;31075626;10290;18876159;8379;28651782;24201;32358791;4946;9175312;10295;70165349;21495;18733138;15184;32432205;10186;18946763;8108;31143663;24615;33199117;4536;10093050;8747;61047404;21279;21483523;11017;30187104;9148;19363810;7728;31544456;22099;29530305;2940;6926366;5248;38649471;17361;15538251;6623;20201147;6099;14004102;5819;26058152;14707;20098761;1498;4063862;2686;20082188;11643;10798806;3449;12146072;3422;8595262;3600;16120895;9743;13430860;774;2193882;1454;9576303;6997;6366539;1749;6422916;1868;4972933;1937;8790247;4933;5587376;240;536009;660;4425074;3049;2713054;712;2979809;791;1968899;830;3225401;1700;2029549;36;54639;202;1154080;982;1018891;188;671955;253;523437;242;995890;915;831185;29;51754;65;431154;492;342102;66;522209;76;184080;126;360078;460;488629;51;121765;89;509699;230;375194;125;526372;69;163514;99;485680
105年09月;屏東縣;258;242032;70;109590;92;461776;269;100994;141;330148;151;281533;110;210132;3295;3583353;981;1859432;993;4243058;3809;2243071;2955;4538917;2438;3930298;2111;6417713;8293;10474352;1952;4266192;2609;12876027;10398;7552028;7373;13116085;5094;8870176;4903;18939576;14179;17433684;2756;5515355;4828;26557115;14966;11460219;10735;18593253;6889;12574282;6755;24282902;19265;22395861;3533;7074452;6248;35036308;17946;14595236;13291;25418062;8043;14308321;7663;27016238;21331;23733643;3586;7493907;5754;38238252;17149;15717605;11314;24268514;7691;14287673;7386;27889003;21062;25084511;3250;7255742;5073;34989501;17439;17501287;8412;22374835;6520;13281463;6951;28544156;18969;23208207;2134;5453153;3808;27591855;15043;14811770;5564;16996684;4706;10918710;5478;24447824;12968;17646520;1110;3489069;2364;19288824;10328;10112082;3009;14043945;2633;6352546;3283;15168736;8384;10038559;561;1743997;1289;8962077;6135;5795941;1531;6795953;1458;3858754;1743;8307793;4348;4798064;185;449632;525;3811362;2748;2749765;617;2971141;563;1677929;853;3729000;1539;1484779;39;121176;142;1080273;764;524141;156;907748;160;343145;225;830420;738;636276;18;34713;50;229363;370;238398;68;393836;59;177407;112;387624;437;523823;42;69136;69;520025;238;304269;72;354339;48;109120;103;611917
105年04月;宜蘭縣;132;148680;43;95207;44;533189;143;88228;43;155005;118;154014;36;117298;2375;2239745;679;1412050;807;3310876;3107;1889787;1300;3146976;2034;2944132;908;3184236;6508;7087258;1712;3911312;2936;13611491;9884;6751738;3444;8496220;5651;8471324;2309;9442409;11694;13663420;2750;6769111;5588;29701484;16958;13887281;4578;11051794;10239;14396989;3555;15252334;16196;18856246;3734;9324844;7886;42677257;20870;17759846;5978;14953280;14224;19363882;4620;18745606;16945;19415136;3650;10062919;7187;47552505;20573;18203072;5444;15358105;14460;20021882;4327;19873363;16251;19171351;3420;9675395;6239;42688205;19943;18499378;4528;14133699;13443;18661092;4528;24107304;12543;15359233;2426;8723900;4786;34025984;15248;14650582;3372;14058086;9989;13610746;3188;18314792;8503;10460562;1421;5565677;3057;18585055;10489;10552843;2326;10136454;6309;8275213;1855;10615584;5561;7130302;806;3312494;2012;14099359;6403;6147738;1369;7442857;4160;5895928;1184;6922668;2525;3389083;252;1008129;931;5128302;2360;2119554;570;2885401;1721;1983110;461;3107909;781;1180361;80;349838;233;1200094;677;558047;174;1026430;520;476699;149;831680;284;420723;13;58590;114;563557;281;197463;44;98645;273;411371;62;209509;123;175606;4;7555;37;250888;66;58746;25;157813;116;71491;18;55437
105年05月;宜蘭縣;120;128851;31;107521;48;310074;207;139825;40;101737;136;107575;39;60818;2556;2558685;707;1437278;738;2815437;3388;2055089;1420;3757106;2492;3876507;1250;3272283;7030;7930017;1830;4200523;2872;15574970;10894;7619516;3768;10051174;6451;9743209;3050;9399248;12101;14286119;2767;6994228;5803;31771191;18127;15405681;4884;13719418;11342;16962523;4439;15916936;16734;18972020;3882;9837318;8089;48584091;21984;19699814;5908;17927736;15514;21471721;5390;20374018;17202;19440546;3892;10763044;7434;45034664;21624;20789428;5426;17310331;16149;22597933;5140;21482732;16341;18537165;3566;10977435;6352;43696108;21099;20784788;4803;17071256;14682;21134151;4837;21822760;13160;15977439;2397;8551388;4974;33710053;16244;16495477;3593;15612759;10894;15219509;3525;17429765;9032;10918113;1596;5574525;3334;22270317;11455;11451191;2506;11334389;6901;9546105;2103;10437683;5658;6875254;801;2999983;2272;16602455;6835;7142122;1569;7194535;4561;5814230;1364;6335716;2564;3156841;279;1048723;1083;6280303;2612;2501292;723;3031213;1881;2272754;498;2207537;861;1157581;82;317852;312;1864454;751;699458;238;1085969;608;775518;185;743149;312;489703;23;60387;154;1043817;286;225201;65;439409;269;263572;63;203399;158;153821;3;12836;67;488299;82;102941;20;45527;143;86952;15;67308
105年06月;宜蘭縣;86;88576;14;28303;45;696219;100;97658;33;79416;70;107234;40;78461;1924;1815286;440;769623;618;2307438;2325;1482770;1072;2852122;1481;1734096;1233;2452119;5923;6423789;1346;3110636;2356;11144737;8236;5982022;3013;6670172;4771;6259773;3244;7924727;11022;11586773;2248;5574656;5005;24983841;13727;12138276;3887;9342760;8906;11084300;4753;12828080;15676;16094685;3091;7414903;6925;36912666;16961;15731120;4795;13873386;12716;13634964;5709;17323920;15962;17523172;3142;8366212;6558;40526427;16918;16751906;4415;14409673;13656;15760056;5452;18123134;15099;16713734;2859;7928255;5896;38600217;16644;16889446;4074;16219927;12631;15864713;5246;20010368;12191;13671884;1957;6704498;4338;26877315;12903;13699057;2964;11647610;9192;11148071;3785;17710694;8043;9407046;1177;3846255;2713;17555537;9153;9490767;1952;8452152;6021;7122823;2016;10147359;5185;6000016;593;2161512;1763;12196773;5209;5335471;1212;5380286;3996;3738307;1308;5679576;2427;2697036;197;669463;700;4906183;2041;2414051;531;2202752;1783;1591210;485;2089591;754;942447;48;145461;200;947823;533;497799;187;851881;514;387035;140;478413;294;327511;20;61706;86;542431;202;177113;65;1285222;246;258079;55;130875;120;88782;4;15470;33;108618;69;77979;17;36463;125;63031;18;69886
105年07月;宜蘭縣;171;154816;35;61264;89;440253;247;131565;81;208413;118;131377;80;125184;3054;2879635;701;1285510;981;3524083;3892;2495880;1907;3628150;2646;3330714;1768;3322851;8033;8866846;1682;3337131;3169;16178494;12132;8601095;4725;9767747;6930;8874669;4122;10539115;14582;16532042;2656;6298815;6335;35582957;19514;16813448;6843;13266049;12030;14141890;6103;16428389;21616;25073138;3806;8972956;10616;64425157;25362;22425915;9924;20619915;18276;21232346;7486;21432530;23410;26591137;4186;10995189;11205;71143355;25097;23752038;9278;22638404;19423;22891730;7364;22124681;22169;27499674;3949;11029089;9837;62845359;23838;25210105;7047;22081798;18072;22343731;6874;25520407;16507;19812360;2569;8108703;6399;41890190;17750;17549127;4445;16841780;13083;16265344;4709;18917945;10435;12640499;1480;5105376;3522;24422270;12321;12500456;2745;9115341;8379;10300088;2397;10068621;6610;7588341;755;2568500;2105;14592228;7281;7281331;1624;5255103;5184;5716492;1488;6970359;2993;3669231;225;780484;1008;6731599;2857;2751496;705;1982751;2388;2215762;533;2193617;995;1060226;74;222606;275;2521099;825;763922;232;742383;700;635150;224;858241;347;386862;26;101386;100;427261;278;249133;68;376447;313;336045;76;231152;253;302279;19;61714;125;965367;238;241191;52;312075;215;221849;61;225075
